Movies,IMDB Rating,Genre,Runtime (in min),Year of Release,Gross Income (in $)
649.Space Jam,6.5,"Animation, Adventure, Comedy",88,1996,"$230,685,4"
650.The Man in the Iron Mask(I) ,6.5,"Action, Adventure, Drama",132,1998,"$211,780,8"
651.Home(II) ,6.5,"Animation, Adventure, Comedy",94,2015,"$877,244,7"
652.Bad Boys for Life,6.5,"Action, Comedy, Crime",124,2020,"$211,952,4"
653.Cliffhanger,6.5,"Action, Adventure, Thriller",113,1993,"$299,965,0"
654.Tomorrow Never Dies,6.5,"Action, Adventure, Thriller",119,1997,"$179,519,4"
655.Get Smart,6.5,"Action, Adventure, Comedy",110,2008,"$459,242,2"
656.Due Date,6.5,"Comedy, Drama",95,2010,"$190,539,3"
657.Ice Age: Continental Drift,6.5,"Animation, Adventure, Comedy",88,2012,"$251,212,6"
658.Bridget Jones's Baby,6.5,"Comedy, Drama, Romance",123,2016,"$181,325,5"
659.Beverly Hills Cop II,6.5,"Action, Comedy, Crime",100,1987,"$240,646,3"
660.Dangerous Minds,6.5,"Biography, Drama",99,1995,"$422,390,8"
661.National Treasure: Book of Secrets,6.5,"Action, Adventure, Mystery",124,2007,"$179,550,3"
662.The Santa Clause,6.5,"Comedy, Drama, Family",97,1994,"$214,945,5"
663.Bean,6.5,"Adventure, Comedy, Family",89,1997,"$240,891,7"
664.Xuan ya zhi shang,6.5,"Crime, Drama, Thriller",120,2021,"$274,470,3"
665.Jiang Ziya,6.5,"Animation, Action, Adventure",110,2020,"$225,973,3"
666.Wo he wo de jia xiang,6.5,Drama,153,2020,"$469,058,5"
667.M3GAN,6.4,"Horror, Sci-Fi, Thriller",102,2022,"$1,025,468,2"
668.Just Go with It,6.4,"Comedy, Romance",117,2011,"$191,466,5"
669.Alien: Covenant,6.4,"Horror, Sci-Fi, Thriller",122,2017,"$234,801,8"
670.The Expendables,6.4,"Action, Adventure, Thriller",103,2010,"$347,182,8"
671.Valerian and the City of a Thousand Planets,6.4,"Action, Adventure, Fantasy",136,2017,"$179,379,5"
672.Lucy(I) ,6.4,"Action, Sci-Fi, Thriller",89,2014,"$203,277,6"
673.Alice in Wonderland(I) ,6.4,"Adventure, Family, Fantasy",108,2010,"$240,685,3"
674.The Longest Yard,6.4,"Comedy, Crime, Sport",113,2005,"$287,144,0"
675.Big Daddy,6.4,"Comedy, Drama",93,1999,"$443,280,9"
676.Trolls,6.4,"Animation, Adventure, Comedy",92,2016,"$524,976,0"
677.The Dictator,6.4,Comedy,83,2012,"$222,724,1"
678.Need for Speed,6.4,"Action, Adventure, Crime",132,2014,"$209,035,6"
679.Click,6.4,"Comedy, Drama, Fantasy",107,2006,"$287,553,5"
680.Pitch Perfect 2,6.4,"Comedy, Music",115,2015,"$374,111,7"
681.The Mummy Returns,6.4,"Action, Adventure, Fantasy",130,2001,"$262,511,4"
682.Godzilla,6.4,"Action, Adventure, Sci-Fi",123,2014,"$334,897,6"
"683.Honey, I Shrunk the Kids",6.4,"Adventure, Comedy, Family",93,1989,"$1,159,444,6"
684.Tomorrowland,6.4,"Action, Adventure, Family",130,2015,"$205,599,3"
685.American Pie 2,6.4,Comedy,108,2001,"$181,489,2"
686.What Women Want,6.4,"Comedy, Fantasy, Romance",127,2000,"$349,183,3"
687.Robots,6.4,"Animation, Adventure, Comedy",91,2005,"$361,832,4"
688.Now You See Me 2,6.4,"Action, Adventure, Comedy",129,2016,"$178,866,1"
689.Minions,6.4,"Animation, Adventure, Comedy",91,2015,"$293,503,3"
690.The Ugly Truth,6.4,"Comedy, Romance",96,2009,"$526,760,6"
691.The First Wives Club,6.4,Comedy,103,1996,"$629,443,4"
692.The Lorax,6.4,"Animation, Adventure, Comedy",86,2012,"$381,509,8"
693.The World Is Not Enough,6.4,"Action, Adventure, Thriller",128,1999,"$260,502,1"
694.He's Just Not That Into You,6.4,"Comedy, Drama, Romance",129,2009,"$212,385,5"
695.Salt,6.4,"Action, Thriller",100,2010,Top Lifetime Grosses – Worldwi
696.The Grinch,6.4,"Animation, Comedy, Family",85,2018,"July 2, 20"
697.Hancock,6.4,"Action, Comedy, Drama",92,2008,"$193,921,3"
698.Monsters vs. Aliens,6.4,"Animation, Action, Adventure",94,2009,"$349,822,7"
699.The Lone Ranger,6.4,"Action, Adventure, Western",150,2013,"$384,336,1"
700.Ace Ventura: When Nature Calls,6.4,"Adventure, Comedy, Crime",90,1995,"$282,570,6"
701.The Sum of All Fears,6.4,"Action, Drama, Thriller",124,2002,"$431,058,6"
702.Dinosaur,6.4,"Animation, Adventure, Drama",82,2000,"$232,225,9"
703.Happy Feet,6.4,"Animation, Adventure, Comedy",108,2006,"$460,237,6"
704.Turbo,6.4,"Animation, Adventure, Comedy",96,2013,"$450,064,9"
705.The Secret Life of Pets 2,6.4,"Animation, Adventure, Comedy",86,2019,"$189,017,5"
706.Mr. Bean's Holiday,6.4,"Comedy, Family",90,2007,"$393,252,1"
707.Du xing yue qiu,6.4,"Comedy, Sci-Fi",122,2022,"$402,064,8"
708.Wo he wo de zu guo,6.4,"Drama, History",154,2019,"$407,141,2"
709.Xin hua lu fang,6.4,"Comedy, Drama, Romance",116,2014,"$894,983,3"
710.Black Adam,6.3,"Action, Adventure, Fantasy",125,2022,"$274,650,8"
711.Eternals,6.3,"Action, Adventure, Fantasy",156,2021,"$264,218,2"
712.Uncharted,6.3,"Action, Adventure",116,2022,"$297,795,7"
713.Spider-Man 3,6.3,"Action, Adventure, Sci-Fi",139,2007,"$440,603,5"
714.Tomb Raider,6.3,"Action, Adventure, Fantasy",119,2018,"$203,567,8"
715.Waterworld,6.3,"Action, Adventure, Sci-Fi",135,1995,"$206,431,0"
716.Ocean's Eight,6.3,"Action, Comedy, Crime",110,2018,"$261,989,7"
717.Terminator Genisys,6.3,"Action, Adventure, Sci-Fi",126,2015,"$470,116,0"
718.King Arthur,6.3,"Action, Adventure, Drama",126,2004,"$215,863,6"
719.The Conjuring: The Devil Made Me Do It,6.3,"Horror, Mystery, Thriller",112,2021,"$527,965,9"
720.Knight and Day,6.3,"Action, Adventure, Comedy",109,2010,"$345,823,0"
721.Godzilla vs. Kong,6.3,"Action, Sci-Fi, Thriller",113,2021,"$212,742,7"
722.Ted 2,6.3,Comedy,115,2015,"$433,371,1"
723.The Boss Baby,6.3,"Animation, Adventure, Comedy",97,2017,"$415,686,2"
724.How the Grinch Stole Christmas,6.3,"Comedy, Family, Fantasy",104,2000,"$411,046,4"
725.Miss Congeniality,6.3,"Action, Comedy, Crime",109,2000,"$270,665,1"
726.Terminator 3: Rise of the Machines,6.3,"Action, Sci-Fi",109,2003,"$205,366,7"
727.The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,"Adventure, Family, Fantasy",113,2010,"$522,657,9"
728.The Bodyguard,6.3,"Action, Drama, Music",129,1992,"$193,355,8"
729.Neighbors(I) ,6.3,Comedy,97,2014,"$299,288,6"
730.White House Down,6.3,"Action, Drama, Thriller",131,2013,"$216,972,5"
731.Meet the Fockers,6.3,"Comedy, Romance",115,2004,"$312,296,0"
732.Paranormal Activity,6.3,"Horror, Mystery",86,2007,"$223,387,2"
733.My Best Friend's Wedding,6.3,"Comedy, Drama, Romance",105,1997,"$195,243,4"
734.Central Intelligence,6.3,"Action, Comedy, Crime",107,2016,"$197,687,6"
735.Maze Runner: The Scorch Trials,6.3,"Action, Adventure, Sci-Fi",131,2015,"$196,393,7"
736.Flightplan,6.3,"Drama, Mystery, Thriller",98,2005,"$352,333,9"
737.The BFG,6.3,"Adventure, Family, Fantasy",117,2016,"$498,781,1"
738.Jack the Giant Slayer,6.3,"Action, Adventure, Fantasy",114,2013,"$493,311,8"
739.Beowulf,6.3,"Animation, Action, Adventure",115,2007,"$232,722,9"
740.Angry Birds,6.3,"Animation, Action, Adventure",97,2016,"$752,600,8"
741.Rio 2,6.3,"Animation, Adventure, Comedy",101,2014,"$528,583,7"
742.Oz the Great and Powerful,6.3,"Adventure, Family, Fantasy",130,2013,"$212,404,3"
743.American Wedding,6.3,Comedy,96,2003,"$274,325,9"
744.Shrek Forever After,6.3,"Animation, Adventure, Comedy",95,2010,"$353,284,6"
745.Hotel Transylvania 3: Summer Vacation,6.3,"Animation, Adventure, Comedy",97,2018,"$255,863,1"
746.Entrapment,6.3,"Action, Crime, Romance",113,1999,"$760,928,0"
747.Cloudy with a Chance of Meatballs 2,6.3,"Animation, Adventure, Comedy",95,2013,"$790,653,9"
748.Dumbo,6.3,"Adventure, Family, Fantasy",112,2019,"$407,150,8"
749.Fei chi ren sheng,6.3,"Comedy, Sport",98,2019,"$349,464,6"
750.Thor: Love and Thunder,6.2,"Action, Adventure, Comedy",118,2022,"$278,019,7"
751.Indiana Jones and the Kingdom of the Crystal Skull,6.2,"Action, Adventure",122,2008,"$449,220,9"
752.Fantastic Beasts: The Secrets of Dumbledore,6.2,"Adventure, Family, Fantasy",142,2022,"$261,119,2"
753.Deep Impact,6.2,"Action, Drama, Sci-Fi",120,1998,"$297,002,5"
754.Scary Movie,6.2,Comedy,88,2000,"$180,622,4"
755.Pearl Harbor,6.2,"Action, Drama, History",183,2001,"$445,135,2"
756.Terminator: Dark Fate,6.2,"Action, Adventure, Sci-Fi",128,2019,"$356,700,3"
757.Insurgent,6.2,"Action, Adventure, Sci-Fi",119,2015,"$1,123,794,0"
758.Sweet Home Alabama,6.2,"Comedy, Romance",108,2002,"$559,852,3"
759.Men in Black II,6.2,"Action, Adventure, Comedy",88,2002,"$198,467,1"
760.The Legend of Tarzan,6.2,"Action, Adventure, Drama",110,2016,"$183,658,4"
761.Transformers: Dark of the Moon,6.2,"Action, Adventure, Sci-Fi",154,2011,"$359,126,0"
762.Cars 2,6.2,"Animation, Adventure, Comedy",106,2011,"$183,936,0"
763.Total Recall(I) ,6.2,"Action, Adventure, Sci-Fi",118,2012,"$201,957,6"
764.Knowing,6.2,"Action, Mystery, Sci-Fi",121,2009,"$217,124,2"
765.The Karate Kid,6.2,"Action, Drama, Family",140,2010,"$337,580,0"
766.Bad Moms,6.2,Comedy,100,2016,"$220,021,2"
767.Kindergarten Cop,6.2,"Action, Comedy, Crime",111,1990,"$258,097,1"
768.Dracula Untold,6.2,"Action, Drama, Fantasy",92,2014,"$288,175,3"
769.300: Rise of an Empire,6.2,"Action, Drama, War",102,2014,"$296,938,8"
770.Inferno(I) ,6.2,"Action, Adventure, Crime",121,2016,"$195,745,8"
771.Rush Hour 3,6.2,"Action, Comedy, Crime",91,2007,"$1,034,800,1"
772.Maze Runner: The Death Cure,6.2,"Action, Adventure, Sci-Fi",143,2018,"$363,204,6"
773.Austin Powers in Goldmember,6.2,"Action, Adventure, Comedy",94,2002,"$299,820,7"
774.Anger Management,6.2,Comedy,106,2003,"$245,527,1"
775.Despicable Me 3,6.2,"Animation, Adventure, Comedy",89,2017,"$210,308,0"
776.Night at the Museum: Secret of the Tomb,6.2,"Adventure, Comedy, Family",98,2014,"$376,152,4"
777.Alice Through the Looking Glass,6.2,"Adventure, Family, Fantasy",113,2016,"$242,786,1"
778.Dark Shadows,6.2,"Comedy, Family, Fantasy",113,2012,"$204,681,8"
779.Moonraker,6.2,"Action, Adventure, Sci-Fi",126,1979,"$242,295,5"
780.Taken 2,6.2,"Action, Crime, Thriller",92,2012,"$553,810,2"
781.Daddy's Home,6.2,"Comedy, Family",96,2015,"$198,326,3"
782.Fun with Dick and Jane,6.2,"Comedy, Crime",90,2005,"$417,282,0"
783.Eraser,6.2,"Action, Crime, Thriller",115,1996,"$197,757,3"
784.Mei ren yu,6.2,"Comedy, Drama, Fantasy",94,2016,"$334,530,8"
785.Yi chu hao xi,6.2,"Comedy, Drama",134,2018,"$349,330,0"
786.Zhong guo ji zhang,6.2,"Action, Adventure, Drama",111,2019,"$476,071,1"
787.Ren zai jiong tu: Tai jiong,6.2,"Adventure, Comedy, Drama",105,2012,"$192,907,6"
788.Xiu xiu de tie quan,6.2,"Comedy, Fantasy, Sport",100,2017,"$1,310,466,2"
789.Transformers: Rise of the Beasts,6.1,"Action, Adventure, Sci-Fi",127,2023,"$657,926,9"
790.Ant-Man and the Wasp: Quantumania,6.1,"Action, Adventure, Comedy",124,2023,"$205,372,7"
791.The Lost City,6.1,"Action, Adventure, Comedy",112,2022,"$546,388,1"
792.Jurassic World: Fallen Kingdom,6.1,"Action, Adventure, Sci-Fi",128,2018,"$431,971,1"
793.Justice League,6.1,"Action, Adventure, Fantasy",120,2017,"$214,657,5"
794.Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,6.1,"Action, Comedy, Crime",109,2020,"$396,592,8"
795.Mission: Impossible II,6.1,"Action, Adventure, Thriller",123,2000,"$185,991,6"
796.Die Another Day,6.1,"Action, Adventure, Thriller",133,2002,"$242,688,9"
797.The Expendables 3,6.1,"Action, Adventure, Thriller",126,2014,Top Lifetime Grosses – Worldwi
798.Snow White and the Huntsman,6.1,"Action, Adventure, Drama",127,2012,"July 2, 20"
799.The Waterboy,6.1,"Comedy, Sport",90,1998,"$287,928,1"
800.RoboCop,6.1,"Action, Crime, Sci-Fi",117,2014,"$428,028,2"
801.Casper,6.1,"Comedy, Family, Fantasy",100,1995,"$293,514,3"
802.Rampage,6.1,"Action, Adventure, Sci-Fi",107,2018,"$226,425,4"
803.Bee Movie,6.1,"Animation, Adventure, Comedy",91,2007,"$474,009,1"
804.Lightyear,6.1,"Animation, Action, Adventure",105,2022,"$225,132,1"
805.San Andreas,6.1,"Action, Adventure, Thriller",114,2015,"$391,081,1"
806.Jumper,6.1,"Action, Adventure, Sci-Fi",88,2008,"$226,349,7"
807.Superman Returns,6.1,"Action, Adventure, Sci-Fi",154,2006,"$813,367,3"
808.Hansel & Gretel: Witch Hunters,6.1,"Action, Fantasy, Horror",88,2013,"$219,375,5"
809.Shrek the Third,6.1,"Animation, Adventure, Comedy",93,2007,"$216,614,3"
810.What Happens in Vegas,6.1,"Comedy, Romance",99,2008,"$372,234,8"
811.Twins,6.1,"Comedy, Crime",107,1988,"$215,283,7"
812.The Golden Compass,6.1,"Adventure, Family, Fantasy",113,2007,"$199,043,4"
813.The Sorcerer's Apprentice,6.1,"Action, Adventure, Family",109,2010,"$214,015,0"
814.Two Weeks Notice,6.1,"Comedy, Romance",101,2002,"$200,811,6"
815.Disclosure,6.1,"Drama, Thriller",128,1994,"$544,185,1"
816.Open Season,6.1,"Animation, Adventure, Comedy",86,2006,"$366,961,9"
817.Tang ren jie tan an 2,6.1,"Action, Comedy, Mystery",121,2018,"$221,831,0"
818.Xi hong shi shou fu,6.1,Comedy,118,2018,"$387,053,5"
819.Wo he wo de fu bei,6.1,Drama,157,2021,"$217,254,6"
820.Zhuo yao ji,6.1,"Adventure, Comedy, Fantasy",117,2015,"$271,457,3"
821.Zhe ge sha shou bu tai leng jing,6.1,Comedy,109,2022,"$196,710,3"
822.Grown Ups(I) ,6,Comedy,102,2010,"$300,157,6"
823.The Other Woman,6,"Comedy, Romance",109,2014,"$226,904,0"
824.Van Helsing,6,"Action, Adventure, Fantasy",131,2004,"$386,600,1"
825.Immortals,6,"Action, Drama, Fantasy",110,2011,"$374,583,8"
826.Godzilla: King of the Monsters,6,"Action, Adventure, Fantasy",132,2019,"$244,819,8"
827.Shark Tale,6,"Animation, Adventure, Comedy",90,2004,"$268,175,6"
828.Hercules(I) ,6,"Action, Adventure, Fantasy",98,2014,"$266,614,0"
829.Exodus: Gods and Kings,6,"Action, Adventure, Drama",150,2014,"$300,135,3"
830.Indecent Proposal,6,"Drama, Romance",117,1993,"$278,780,4"
831.Stuart Little,6,"Adventure, Comedy, Family",84,1999,"$413,106,1"
832.The Tourist(I) ,6,"Action, Thriller",103,2010,"$212,874,8"
833.Night at the Museum: Battle of the Smithsonian,6,"Adventure, Comedy, Family",105,2009,"$207,725,6"
834.Bedtime Stories,6,"Adventure, Comedy, Family",99,2008,"$326,479,1"
835.S.W.A.T.,6,"Action, Adventure, Crime",117,2003,"$178,311,7"
836.Taken 3,6,"Action, Crime, Thriller",108,2014,"$265,126,9"
837.Along Came Polly,6,"Comedy, Romance",90,2004,"$180,613,8"
838.Bridget Jones: The Edge of Reason,6,"Comedy, Drama, Romance",108,2004,"$325,186,0"
839.Daddy's Home 2,6,Comedy,100,2017,"$197,183,5"
840.The SpongeBob Movie: Sponge Out of Water,6,"Animation, Adventure, Comedy",92,2015,"$187,361,7"
841.Smurfs: The Lost Village,6,"Animation, Adventure, Comedy",90,2017,"$189,396,3"
842.Mr. Popper's Penguins,6,"Comedy, Family, Fantasy",94,2011,"$746,846,8"
843.So duk 2: Tin dei duei kuet,6,"Action, Crime",99,2019,"$236,350,6"
844.Suicide Squad,5.9,"Action, Adventure, Fantasy",123,2016,"$506,863,5"
845.2 Fast 2 Furious,5.9,"Action, Crime, Thriller",107,2003,"$226,497,2"
846.Venom: Let There Be Carnage,5.9,"Action, Sci-Fi, Thriller",97,2021,"$368,780,8"
847.Percy Jackson & the Olympians: The Lightning Thief,5.9,"Adventure, Family, Fantasy",118,2010,"$245,623,8"
848.Jurassic Park III,5.9,"Action, Adventure, Sci-Fi",92,2001,"$836,303,6"
849.Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,"Action, Adventure, Comedy",112,2016,"$190,538,6"
850.Transformers: Revenge of the Fallen,5.9,"Action, Adventure, Sci-Fi",149,2009,"$212,902,3"
851.Cheaper by the Dozen,5.9,"Comedy, Family",98,2003,"$334,933,8"
852.Into the Woods,5.9,"Adventure, Comedy, Drama",125,2014,"$231,252,5"
853.The Great Wall(I) ,5.9,"Action, Adventure, Fantasy",103,2016,"$187,134,1"
854.Annabelle Comes Home,5.9,"Horror, Mystery, Thriller",106,2019,"$187,281,1"
855.I Now Pronounce You Chuck & Larry,5.9,"Comedy, Romance",115,2007,"$205,754,4"
856.The Grudge,5.9,"Horror, Mystery, Thriller",91,2004,"$296,999,8"
857.London Has Fallen,5.9,"Action, Thriller",99,2016,"$215,663,8"
858.Look Who's Talking,5.9,Comedy,93,1989,"$699,992,5"
859.Vertical Limit,5.9,"Action, Adventure, Drama",124,2000,"$193,967,6"
860.Liu lang di qiu,5.9,"Action, Adventure, Sci-Fi",125,2019,"$193,678,2"
861.Gnomeo & Juliet,5.9,"Animation, Adventure, Comedy",84,2011,"$870,325,4"
862.Xi you ji zhi: Sun Wukong san da Baigu Jing,5.9,"Action, Adventure, Fantasy",119,2016,"$259,368,4"
863.Zhan lang II,5.9,"Action, Adventure, Drama",123,2017,"$690,857,9"
864.Xun long jue,5.9,"Action, Adventure, Drama",127,2015,"$485,004,7"
865.Fast X,5.8,"Action, Adventure, Crime",141,2023,"$303,025,4"
866.Teenage Mutant Ninja Turtles,5.8,"Action, Adventure, Comedy",101,2014,"$791,217,8"
867.Battleship,5.8,"Action, Adventure, Sci-Fi",131,2012,"$187,884,0"
868.2012(I) ,5.8,"Action, Adventure, Sci-Fi",158,2009,"$493,214,9"
869.Jaws 2,5.8,"Adventure, Horror, Thriller",116,1978,"$190,213,4"
870.Clash of the Titans,5.8,"Action, Adventure, Fantasy",106,2010,"$204,594,0"
871.Hollow Man,5.8,"Action, Horror, Sci-Fi",112,2000,"$359,200,0"
872.Eat Pray Love,5.8,"Biography, Drama, Romance",133,2010,"$304,868,9"
873.Noah,5.8,"Action, Adventure, Drama",138,2014,"$277,448,3"
874.Skyscraper,5.8,"Action, Adventure, Thriller",102,2018,"$211,989,0"
875.xXx,5.8,"Action, Adventure, Thriller",124,2002,"$185,400,3"
876.End of Days,5.8,"Action, Fantasy, Horror",122,1999,"$179,265,2"
877.Pitch Perfect 3,5.8,"Comedy, Music",93,2017,"$244,232,6"
878.The League of Extraordinary Gentlemen,5.8,"Action, Adventure, Fantasy",110,2003,"$362,000,0"
879.Journey to the Center of the Earth,5.8,"Action, Adventure, Family",93,2008,"$205,668,2"
880.The Hangover Part III,5.8,"Comedy, Crime",100,2013,"$189,015,6"
881.The Break-Up,5.8,"Comedy, Drama, Romance",106,2006,"$253,625,4"
882.Rambo III,5.8,"Action, Adventure, Thriller",102,1988,"$204,394,1"
883.Wild Hogs,5.8,"Action, Adventure, Comedy",100,2007,"$300,228,0"
884.The Addams Family,5.8,"Animation, Comedy, Family",86,2019,"$227,817,2"
885.Resident Evil: Afterlife,5.8,"Action, Horror, Sci-Fi",96,2010,"$207,039,8"
886.The Green Hornet,5.8,"Action, Comedy, Crime",119,2011,"$327,598,8"
887.Paranormal Activity 3,5.8,"Horror, Mystery",83,2011,"$418,765,5"
888.Feng kuang de wai xing ren,5.8,"Comedy, Sci-Fi",116,2019,"$362,211,7"
889.Sex and the City,5.7,"Comedy, Drama, Romance",145,2008,"$274,703,3"
890.Planet of the Apes,5.7,"Action, Adventure, Sci-Fi",120,2001,"$252,442,9"
891.Lara Croft: Tomb Raider,5.7,"Action, Adventure, Fantasy",100,2001,"$302,469,0"
892.Dark Phoenix,5.7,"Action, Adventure, Sci-Fi",113,2019,"$181,674,8"
893.G.I. Joe: The Rise of Cobra,5.7,"Action, Adventure, Sci-Fi",118,2009,"$333,535,9"
894.Poseidon,5.7,"Action, Adventure, Thriller",98,2006,"$199,850,3"
895.Fantastic Four(I) ,5.7,"Action, Adventure, Fantasy",106,2005,"$179,246,8"
896.Percy Jackson: Sea of Monsters,5.7,"Adventure, Family, Fantasy",106,2013,"$320,689,2"
897.Allegiant,5.7,"Action, Adventure, Mystery",120,2016,"$375,740,7"
898.101 Dalmatians,5.7,"Adventure, Comedy, Crime",103,1996,"$314,432,8"
899.G.I. Joe: Retaliation,5.7,"Action, Adventure, Sci-Fi",110,2013,Top Lifetime Grosses – Worldwi
900.Chicken Little,5.7,"Animation, Adventure, Comedy",81,2005,"July 2, 20"
901.Valentine's Day(I) ,5.7,"Comedy, Romance",125,2010,"$216,528,5"
902.Journey 2: The Mysterious Island,5.7,"Action, Adventure, Comedy",94,2012,"$335,287,7"
903.Battle: Los Angeles,5.7,"Action, Adventure, Sci-Fi",116,2011,"$211,819,3"
904.Wrath of the Titans,5.7,"Action, Adventure, Fantasy",99,2012,"$301,970,0"
905.Planes,5.7,"Animation, Adventure, Comedy",91,2013,"$240,171,7"
906.The Nutty Professor,5.7,"Comedy, Romance, Sci-Fi",95,1996,"$273,961,0"
907.Crocodile Dundee II,5.7,"Action, Adventure, Comedy",108,1988,"$239,606,2"
908.Lie huo ying xiong,5.7,"Action, Drama",118,2019,"$245,179,5"
909.The Meg,5.6,"Action, Horror, Sci-Fi",113,2018,"$530,517,3"
910.Jurassic World Dominion,5.6,"Action, Adventure, Sci-Fi",147,2022,"$1,001,978,0"
911.Pixels,5.6,"Action, Comedy, Fantasy",105,2015,"$244,874,8"
912.Transformers: Age of Extinction,5.6,"Action, Adventure, Sci-Fi",165,2014,"$1,104,054,0"
913.Pacific Rim: Uprising,5.6,"Action, Adventure, Fantasy",111,2018,"$290,930,1"
914.Charlie's Angels,5.6,"Action, Adventure, Comedy",98,2000,"$264,105,5"
915.Bad Teacher,5.6,"Comedy, Romance",92,2011,"$216,197,4"
916.Hulk,5.6,"Action, Sci-Fi",138,2003,"$245,285,1"
917.You Don't Mess with the Zohan,5.6,"Action, Comedy",113,2008,"$204,313,4"
918.Dolittle,5.6,"Adventure, Comedy, Family",101,2020,"$251,410,6"
919.Men in Black: International,5.6,"Action, Adventure, Comedy",114,2019,"$253,890,7"
920.Assassin's Creed,5.6,"Action, Adventure, Sci-Fi",115,2016,"$240,697,8"
921.The Pacifier,5.6,"Action, Comedy, Drama",95,2005,"$198,636,8"
922.Mirror Mirror(I) ,5.6,"Adventure, Comedy, Drama",106,2012,"$183,018,5"
923.4: Rise of the Silver Surfer,5.6,"Action, Adventure, Fantasy",92,2007,"$301,913,1"
924.Ice Age: Collision Course,5.6,"Animation, Adventure, Comedy",94,2016,"$408,754,9"
925.Runaway Bride,5.6,"Comedy, Romance",116,1999,"$309,460,2"
926.Tang ren jie tan an 3,5.6,"Action, Adventure, Comedy",136,2021,"$686,257,5"
927.Chang jin hu zhi shui men qiao,5.6,"Action, Drama, History",153,2022,"$626,571,6"
928.Qian ren 3: Zai jian qian ren,5.6,"Comedy, Romance",120,2017,"$307,592,4"
929.Jian bing xia,5.6,Comedy,113,2015,"$186,699,7"
930.The Twilight Saga: Breaking Dawn - Part 2,5.5,"Adventure, Drama, Fantasy",115,2012,"$848,593,9"
931.Green Lantern,5.5,"Action, Adventure, Sci-Fi",114,2011,"$219,851,1"
932.The Day the Earth Stood Still,5.5,"Adventure, Drama, Sci-Fi",104,2008,"$233,093,8"
933.Scary Movie 3,5.5,Comedy,84,2003,"$220,673,2"
934.The Scorpion King,5.5,"Action, Adventure, Fantasy",92,2002,"$180,630,9"
935.Resident Evil: The Final Chapter,5.5,"Action, Horror, Sci-Fi",107,2016,"$312,242,6"
936.Little Fockers,5.5,"Comedy, Romance",98,2010,"$310,650,5"
937.Chang jin hu,5.5,"Action, Drama, History",176,2021,"$902,548,4"
938.Batman Forever,5.4,"Action, Adventure",121,1995,"$336,567,1"
939.The Mummy,5.4,"Action, Adventure, Fantasy",110,2017,"$409,231,6"
940.Annabelle(I) ,5.4,"Horror, Mystery, Thriller",99,2014,"$257,589,7"
941.Godzilla(I) ,5.4,"Action, Sci-Fi, Thriller",139,1998,"$379,014,2"
942.Doctor Dolittle,5.4,"Comedy, Family, Fantasy",85,1998,"$294,456,6"
943.The Smurfs,5.4,"Animation, Adventure, Comedy",103,2011,"$563,749,3"
944.Hop,5.4,"Animation, Adventure, Comedy",95,2011,"$184,367,1"
945.Journey to the West: Demon Chapter,5.4,"Adventure, Comedy, Fantasy",109,2017,"$247,585,2"
946.Zhuo yao ji 2,5.4,"Adventure, Comedy, Fantasy",110,2018,"$361,682,6"
947.Gang jiong,5.4,"Action, Adventure, Comedy",114,2015,"$256,283,9"
948.The Nun,5.3,"Horror, Mystery, Thriller",96,2018,"$365,582,7"
949.Twilight(I) ,5.3,"Drama, Fantasy, Romance",122,2008,"$408,430,4"
950.Grown Ups 2,5.3,Comedy,101,2013,"$246,984,2"
951.Geostorm,5.3,"Action, Sci-Fi, Thriller",109,2017,"$221,600,1"
952.Daredevil,5.3,"Action, Crime",103,2003,"$179,179,7"
953.Ghost Rider,5.3,"Action, Fantasy, Thriller",110,2007,"$228,738,3"
954.Jupiter Ascending,5.3,"Action, Adventure, Sci-Fi",127,2015,"$183,887,7"
955.Resident Evil: Retribution,5.3,"Action, Horror, Sci-Fi",95,2012,"$240,159,2"
956.Paul Blart: Mall Cop,5.3,"Action, Comedy, Crime",91,2009,"$183,348,4"
957.The Smurfs 2,5.3,"Animation, Adventure, Comedy",105,2013,"$347,545,3"
958.The Jungle Book 2,5.3,"Animation, Adventure, Comedy",72,2003,"$186,303,7"
959.F9,5.2,"Action, Crime, Thriller",143,2021,"$726,229,5"
960.Scooby-Doo,5.2,"Adventure, Comedy, Family",89,2002,"$275,678,6"
961.Transformers: The Last Knight,5.2,"Action, Adventure, Sci-Fi",154,2017,"$605,425,1"
962.The Mummy: Tomb of the Dragon Emperor,5.2,"Action, Adventure, Fantasy",112,2008,"$403,449,8"
963.A Good Day to Die Hard,5.2,"Action, Thriller",98,2013,"$304,654,1"
964.xXx: Return of Xander Cage,5.2,"Action, Adventure, Thriller",107,2017,"$346,118,2"
965.Alvin and the Chipmunks,5.2,"Animation, Adventure, Comedy",92,2007,"$365,352,5"
966.Independence Day: Resurgence,5.2,"Action, Adventure, Sci-Fi",120,2016,"$389,681,9"
967.Scooby-Doo 2: Monsters Unleashed,5.2,"Adventure, Comedy, Family",93,2004,"$181,239,1"
968.Gong fu yu jia,5.2,"Action, Adventure, Comedy",107,2017,"$257,753,8"
969.The Haunted Mansion,5.1,"Comedy, Family, Fantasy",99,2003,"$182,290,2"
